Регион,Год,ПотрЭлектр/душ,ВРП,ИнвесВОК,СрДушДох,ИзносОФ,УрИнАк,УбыточОрг,ИндПроиз
Белгородская область,2019,10.4262750161394,1008547.26684783,114119.763586957,34154.2173913043,52.5,15.1,27.1,103.6
Брянская область,2019,3.18281642917016,421347.041576087,56427.5135869565,29951.4497282609,48.2,10.1,32.9,118.4
Владимирская область,2019,5.459941089838,565323.874728261,69820.2065217391,26770.6059782609,50.9,10.5,33,111.3
Волгоградская область,2019,6.51902850260939,1016871.72391304,84265.4388586957,25503.7581521739,53.2,4.9,35.7,101.5
Вологодская область,2019,12.6229310344828,668008.330842391,178778.620923913,29912.3885869565,54.3,11.6,29.9,103.9
Воронежская область,2019,5.15236660929432,1057596.553125,135263.453804348,33805.8342391304,40.2,13.4,29.3,111.5
г. Москва,2019,4.46775516643004,20899889.8927989,238488.326086957,78178.2350543478,34,12.1,35,108.6
г. Санкт-Петербург,2019,4.99570211189329,5475030.52459239,135262.398097826,49796.620923913,39.9,15.4,26.5,105.6
г. Севастополь,2019,5.29755011135857,145602.410054348,101798.612771739,31887.6154891304,24.4,6,47.7,164.4
Еврейская автономная область,2019,8.16329113924051,60014.3820652174,102777.252717391,28083.9048913043,37,4.3,48.3,102.7
Забайкальский край,2019,7.75971698113208,390058.750679348,86092.8668478261,27184.4429347826,36.7,3.8,39.5,105.6
Ивановская область,2019,3.47843530591775,269172.330570652,40082.0095108696,27230.8940217391,51.3,10,35,102.8
Иркутская область,2019,23.6495608531995,1626039.09048913,158367.591032609,27771.4157608696,47.5,5.4,31.2,100.4
Кабардино-Балкарская Республика,2019,1.87718894009217,181100.858559783,53675.2866847826,22670.2418478261,47.6,3.9,43.3,97.6
Калининградская область,2019,4.40987166831194,549971.579347826,107983.997282609,30515.1970108696,35.1,4.4,37.2,100.4
Калужская область,2019,8.01455633100698,580380.783423913,113602.467391304,33142.8505434783,45.1,11.5,31.4,105.7
Камчатский край,2019,6.12875399361022,294898.737228261,158895.444293478,55608.285326087,36.6,13.1,34.5,95.4
Карачаево-Черкесская Республика,2019,2.92811158798283,96523.2472826087,51217.6019021739,19869.4524456522,41.5,5.7,29.9,108.2
Кемеровская область,2019,13.2855154251317,1172039.89076087,117980.482336957,26272.3125,51.3,4.4,32.6,102.8
Кировская область,2019,5.86357878068092,391110.339945652,59152.2921195652,24918.8967391304,51.4,14.6,27.8,101.3
Костромская область,2019,5.88988941548183,215175.58125,43525.7241847826,26693.5394021739,53.7,4.6,36.1,108.2
Краснодарский край,2019,4.36437632135307,2720694.10964674,81974.5557065217,37660.21875,44,4.3,31.9,103.1
Красноярский край,2019,18.9022330774599,2846352.534375,156873.766304348,33507.0692934783,44.9,6.9,29.9,101.7
Курганская область,2019,5.0130592503023,250018.541576087,51122.5883152174,22490.7717391304,60.8,9.8,35,105.6
Курская область,2019,7.88650362318841,523487.280978261,138376.732336957,30772.7894021739,52.8,5.4,30,102
Ленинградская область,2019,11.3185501066098,1291846.53423913,237650.095108696,34105.6548913043,45.6,8.1,30.6,104.9
Липецкая область,2019,10.9873573309921,601776.893070652,143360.722826087,34288.2921195652,56.8,11.1,31,96.2
Магаданская область,2019,19.6221428571429,226359.208288043,268610.800271739,68997.8111413043,36.6,13.3,36.2,112.6
Московская область,2019,6.38273306462099,5485595.08532609,144282.354619565,49830.4035326087,43.8,8.6,32.2,113.2
Мурманская область,2019,17.1762483130904,650847.399048913,242915.95923913,46701.2894021739,43.8,9.6,37.7,108
Нижегородская область ,2019,7.11092725569778,1707258.71046196,96262.4877717391,35700.8274456522,58.2,13.7,26.8,105.2
Новгородская область,2019,7.47520938023451,289060.891304348,78917.2296195652,27451.5366847826,50.1,9.8,42.1,104.1
Новосибирская область ,2019,5.89592566118656,1407146.7888587,93676.0067934783,32235.9986413043,50.8,7.9,32.6,104.6
Омская область,2019,5.60487804878049,815106.677038044,93926.2092391304,28470.2934782609,52.8,7.5,25.2,99.5
Оренбургская область,2019,8.38722534491569,1167959.05720109,114045.864130435,25846.8627717391,62.2,5.6,35.5,103.2
Орловская область,2019,3.77043596730245,281510.055978261,80096.4538043478,27515.9347826087,52.3,10.4,32.7,106.8
Пензенская область,2019,3.68215926493109,473506.650407609,72770.90625,24248.5230978261,53.5,13.1,36,112.6
Пермский край,2019,10.0835706040785,1579760.71711957,117969.925271739,32291.9510869565,64,8.7,30,98.8
Приморский край,2019,7.05369198312236,1128899.39388587,99693.5339673913,38937.6236413043,43.9,5.7,35.4,118.2
Псковская область,2019,3.37683706070288,207578.611548913,56331.4442934783,26945.8532608696,49.3,5.8,41.8,106.9
Республика Адыгея,2019,3.09848812095032,138430.362228261,97494.4972826087,30736.8953804348,54,4.4,22.6,100.3
Республика Алтай,2019,2.73909090909091,60242.8369565217,103813.956521739,21384.3913043478,32.4,5.3,31.3,101.9
Республика Башкортостан,2019,6.88006438831105,1903778.4794837,84075.4116847826,32269.78125,56.9,10.3,30.8,104.4
Республика Бурятия,2019,5.37657200811359,301394.288315217,76264.2391304348,26675.5923913043,37.5,5.2,38.7,112.1
Республика Дагестан,2019,2.09800707168113,753482.65923913,76584.1182065217,28934.8043478261,54,0.5,31,105.6
Республика Ингушетия ,2019,1.59230769230769,77902.2733695652,50205.1793478261,17539.5081521739,52.7,0.8,37.5,109.3
Республика Калмыкия,2019,2.11512915129151,93944.0506793478,62260.2921195652,19539.0163043478,52.1,1.5,43,96.5
Республика Карелия,2019,12.7262214983713,336823.16576087,82527.745923913,32572.7690217391,52.5,7.1,42.8,100.2
Республика Коми,2019,11.2249695493301,758143.709103261,146622.855978261,37325.5597826087,52.6,7.2,38.7,102.4
Республика Крым,2019,3.28587866108787,502015.160461956,110318.164402174,23552.8125,55.6,4.6,46,112.3
Республика Марий Эл,2019,4.0319587628866,214606.238722826,41405.8654891304,22026.2608695652,67.6,11.3,32.9,108.6
Республика Мордовия,2019,4.44177215189873,277398.079076087,69491.8817934783,20848.0923913043,63.9,21.2,27.2,104
Республика Саха (Якутия),2019,10.0109053497942,1296070.09932065,415036.239130435,47990.3070652174,36.4,3.9,35.4,111.2
Республика Северная Осетия – Алания,2019,2.15394548063128,183122.219836957,49655.15625,25859.53125,57.7,1.6,33.3,91.2
Республика Татарстан,2019,7.9304381245196,2965219.1767663,173436.745923913,37696.1127717391,49.8,17.4,28.2,102.4
Республика Тыва,2019,2.52354740061162,83740.0137228261,56663.9918478261,17506.78125,43.1,5.6,36.8,95.3
Республика Хакасия,2019,30.1925093632959,270601.123777174,68395.0027173913,23952.9252717391,42.7,3.4,32.6,106.6
Ростовская область,2019,4.60316817532158,1727154.34442935,71126.1154891304,32465.0869565217,44.7,17.6,30.6,102.8
Рязанская область,2019,6.01929666366096,460729.012092391,65718.7866847826,28383.7255434783,61.4,11.8,30.8,106.1
Самарская область,2019,8.07389116074237,1783695.76875,95444.3152173913,31059.941576087,57.7,10.2,28.2,102.5
Саратовская область,2019,5.3739058629232,854935.000271739,72902.8695652174,24024.7133152174,59.4,6.1,33.1,100.3
Сахалинская область,2019,9.53360655737705,1237526.73872283,500273.983695652,62302.5203804348,58.5,5,35.7,102.8
Свердловская область ,2019,11.3230109023428,2676443.00951087,110240.042119565,41271.7907608696,60.2,11.6,26.5,103.5
Смоленская область,2019,6.77080213903743,368692.411956522,78009.3220108696,28913.6902173913,56.4,8.4,32.9,105.1
Ставропольский край,2019,3.69422047805922,875417.079211957,67887.2078804348,25723.3451086957,54.8,5.1,25.9,98.4
Тамбовская область,2019,3.68718967229394,373451.43138587,125866.610054348,29722.3614130435,61.8,10.2,33.1,102
Тверская область,2019,6.34507936507937,515572.754755435,71981.2377717391,28726.8301630435,55.2,12.1,41,103.2
Томская область,2019,8.18324074074074,652324.860326087,94193.3029891304,29962.0067934783,63.9,14.8,24.6,100.3
Тульская область,2019,7.02503410641201,714526.032880435,127421.66576087,30147.8111413043,43,11.7,32.3,107.2
Тюменская область,2019,26.5536598349747,9451170.93546196,598760.845108696,51027.5747282609,62.6,6.9,33,107.2
Удмуртская Республика,2019,6.08654230512991,763113.236413043,70547.5883152174,26462.339673913,67.6,10.6,29,101.5
Ульяновская область,2019,4.53804878048781,448670.626630435,61607.8654891304,25018.1331521739,54,14.6,40.2,102.1
Хабаровский край ,2019,7.13715805471125,850071.360326087,129295.544836957,43768.5366847826,42.9,8.1,43.3,102.5
Челябинская область,2019,10.8959030582804,1633724.8451087,90955.4510869565,26841.3383152174,52,10.5,31.7,102.5
Чеченская Республика ,2019,1.97545638945233,255104.513315217,59445.7785326087,25482.6440217391,51.9,0.2,27.2,108.3
Чувашская Республика,2019,4.1995894909688,358402.229347826,55026.5910326087,21285.1548913043,63,15,28.2,104.7
Чукотский автономный округ,2019,14.98,100286.841032609,547263.480978261,88030.0883152174,50.7,7.8,43.4,105.8
Ярославская область,2019,6.80263157894737,643084.472282609,75696.2690217391,30254.4375,58.3,10.6,33.9,103.7
Алтайский край,2020,4.69872321021432,688628.103860452,54821.3457249071,24799.2685158708,53.8,19.453125,28.3,101.1
Амурская область,2020,11.2733617681272,465892.266228196,475516.149270804,36817.8461538462,34.4,6.6577896138482,36.8,95.7
Архангельская область,2020,9.52366721295672,810659.33485845,181178.68401487,38141.9531026594,54.8,4.39461883408072,34.8,93.2
Астраханская область,2020,4.44974200206398,546741.282585073,119150.961395482,26135.8181298256,55,5.2790346907994,51.1,97.3
Белгородская область,2020,10.4848269168554,1034121.20200172,113745.66028024,34097.0500428939,52.5,18.0118946474087,24.3,101.7
Брянская область,2020,3.13951318802477,429457.965227338,65694.1612810981,29692.3465827852,49.1,10.9433962264151,32.4,102
Владимирская область,2020,5.07674760853569,573495.293794681,73172.2030311696,26912.4478124106,54.7,12.6482213438735,36.7,111.2
Волгоградская область,2020,6.53373647358371,1013774.12645124,76396.9270803546,25917.0346010867,54.2,7.66550522648084,34.8,99.3
Вологодская область,2020,12.7861055560386,647471.811438376,186555.989133543,30776.9322276237,55,12.1590909090909,31.1,102.3
Воронежская область,2020,5.22625156310638,1101969.49968544,116087.991993137,33286.2030311696,40.7,15.9375,27.1,109.5
г. Москва,2020,4.06075781623188,21008110.4890478,314294.463254218,80987.2336288247,35.4,13.0228974020255,35.7,114.7
г. Санкт-Петербург,2020,4.51244519996421,5529269.77289105,147226.798398627,51196.3826136689,41.5,15.9156976744186,26.8,98.4
г. Севастополь,2020,4.24915381722452,148260.161738633,60155.1015155848,31075.5561910209,32.9,17.5572519083969,50,90.6
Еврейская автономная область,2020,9.46002621231979,65507.624992851,108657.647126108,29163.5333142694,41.9,5.5,42.2,102.4
Забайкальский край,2020,8.07381492066621,438328.652273377,124513.75007149,28045.7672290535,37.4,4.07830342577488,40.8,99.5
Ивановская область,2020,3.60002130379208,279450.645925079,46392.4769802688,27253.5842150415,52.3,16.1961367013373,32.3,108.5
Иркутская область,2020,23.1631804435484,1549450.45799257,169684.772090363,28594.2813840435,49.9,7.09309689677011,28.9,102.7
Кабардино-Балкарская Республика,2020,1.85365312014213,186720.336002288,58554.145267372,22828.1429796969,46.7,7.45762711864407,49,115.1
Калининградская область,2020,4.29522317932655,569574.610008579,112959.698598799,30713.6820131541,38.5,5.55555555555556,40,93.6
Калужская область,2020,7.28882575757576,582623.440320275,116095.25021447,33760.0611953103,47.7,12.1140142517815,39.8,101.3
Камчатский край,2020,6.71701329696556,307364.313525879,193855.686016586,57423.9365170146,40.6,12.7659574468085,35,95.1
Карачаево-Черкесская Республика,2020,2.78375504996811,98812.4920217329,50641.6471261081,19805.6122390621,41.7,5.64784053156146,38.4,88.3
Кемеровская область,2020,13.0288296533577,1083628.70020017,107795.992565056,26379.4869888476,52.2,6.30461922596754,36.3,96.2
Кировская область,2020,6.15092087312415,411589.675950815,56024.1366885902,25188.1018015442,53.3,13.9120095124851,26.4,104.1
Костромская область,2020,5.9163272233537,211643.616414069,46529.3462968259,26737.2136116671,56.2,5.56521739130435,37.3,90.1
Краснодарский край,2020,4.31738771579889,2765618.94572491,94605.7306262511,38729.8690305977,45.1,5.33980582524272,32,95
Красноярский край,2020,19.1217859139184,2825622.14303689,174031.409779811,34084.6073777524,46.7,6.71905697445973,29.8,91.7
Курганская область,2020,4.91489091831558,249048.445295968,55735.881612811,22671.5727766657,60.4,14.1242937853107,30.6,97.7
Курская область,2020,8.03765115426896,542293.340863597,129009.699742637,30889.9531026594,54.1,7.64411027568922,31.3,103.2
Ленинградская область,2020,10.5421028675467,1284333.24386617,223032.698884758,34460.9979982842,47.7,7.88415124698311,27.8,98.9
Липецкая область,2020,10.9812271858161,641080.429110666,157121.827852445,33734.1389762654,56.5,11.5068493150685,33,102.5
Магаданская область,2020,20.3423160961398,295664.682871032,350547.205032885,73600.4380897913,40,9.42760942760943,35.8,105.7
Московская область,2020,5.7766715262715,5605499.96825851,145126.061767229,49045.8753217043,44.8,10.8295429932857,29.8,109.7
Мурманская область,2020,18.263925729443,827903.935544753,287536.511867315,48340.7909636832,42.7,9.43396226415094,39.9,101
Нижегородская область ,2020,6.62490062013039,1659367.7175865,120559.056334001,35061.356591364,58.1,14.0028971511347,27.3,95.3
Новгородская область,2020,7.69743328233894,290006.691964541,87281.1484129254,27406.0068630255,52.9,11.4406779661017,36.8,102.5
Новосибирская область ,2020,5.73152709359606,1408457.95327424,98677.5927938233,32771.9062053188,51.9,7.97491039426523,36.8,96.7
Омская область,2020,5.51147436238752,798695.090191593,108524.925364598,28386.9036316843,52.9,10.5102817974105,25.1,100.5
Оренбургская область,2020,9.26722715904858,1085340.81092365,107063.949099228,25643.2959679726,63.1,7.45341614906832,37.4,98.4
Орловская область,2020,3.78252427184466,293318.929425222,78289.249070632,27985.6276808693,52.5,13.6678200692042,29.7,111.4
Пензенская область,2020,3.63051298091961,502668.533142694,75502.0920789248,25025.3102659422,53.5,17.5332527206771,34.7,117.6
Пермский край,2020,9.56459011251813,1436456.43837575,112754.394623963,31352.4054904204,64.3,10.807669959326,28.8,97.5
Приморский край,2020,7.22166612851146,1146459.49316557,126096.04232199,38726.7583643123,44.5,7.14285714285714,38.2,80.5
Псковская область,2020,3.41067592133532,209199.254847012,63922.118387189,27419.4864169288,51,9.59409594095941,42.7,96.3
Республика Адыгея,2020,3.36256117455139,148185.402058908,90530.7577923935,31438.4672576494,46.8,8.91089108910891,20.8,105.9
Республика Алтай,2020,3.26041666666667,65169.288189877,70063.6105233057,22482.8590220189,35.2,3.8135593220339,20,130.9
Республика Башкортостан,2020,6.17177315006958,1756686.26028024,98066.8653131255,31530.7503574492,57.9,25.0526315789474,30.6,99.1
Республика Бурятия,2020,5.1556733611989,313970.331827281,68542.4947097512,27189.2971118101,36.2,5.82329317269076,29,113.2
Республика Дагестан,2020,2.13940849342771,768125.950471833,90812.791535602,28686.5644838433,55.6,2.98930144745123,25.5,109.4
Республика Ингушетия ,2020,1.64603174603175,73471.2417500715,41275.4309408064,17499.5716328281,49.3,1.46443514644351,25.9,97.9
Республика Калмыкия,2020,2.72182967645965,97494.3990277381,146661.694023449,20546.9877037461,49.7,2.80701754385965,47,100.3
Республика Карелия,2020,14.13702677747,334711.425107235,94284.2951100944,33798.4260794967,53.8,6.96324951644101,41.5,105.5
Республика Коми,2020,11.4745469083156,635889.556591364,177836.791535602,38040.3380040034,55.1,8.01832760595647,45.1,91.2
Республика Крым,2020,3.28902691511387,536224.223563054,106836.870460395,23882.6588504432,56.5,4.83135824977211,41.3,101.1
Республика Марий Эл,2020,4.27669902912621,205250.782442093,54776.7595081498,22055.660852159,68.1,9.53545232273839,33.2,95.4
Республика Мордовия,2020,4.14935970584506,276213.686588504,62158.3706033743,21396.1995996568,63.9,20.4283360790774,29.9,106.3
Республика Саха (Якутия),2020,9.55388978930308,1175508.55396054,274972.530740635,48053.5727766657,36.9,8.6082059533387,36.2,95.3
Республика Северная Осетия – Алания,2020,2.17182976259409,185767.953674578,53269.1232484987,24846.9653989134,40.5,2.87769784172662,34.9,129.7
Республика Татарстан,2020,7.2362108212222,2728351.7119817,163729.91993137,37010.7074635402,51.8,24.869234427009,26.9,96.6
Республика Тыва,2020,2.47018279892119,85264.1923934801,60862.2596511295,19674.9642550758,43.8,9.09090909090909,37.2,63.3
Республика Хакасия,2020,30.7076263285475,276033.475321704,67439.2450672005,24722.5387474979,45.3,3.79746835443038,32.2,104.1
Ростовская область,2020,4.50362851586586,1777825.31146697,81189.4269373749,32681.6968830426,46.2,13.8225255972696,32,101.8
Рязанская область,2020,5.96325648414986,478228.235516157,58729.3794681155,28336.0960823563,62.6,10.9479305740988,26.3,106.9
Самарская область,2020,7.81726813028047,1685423.07314841,101016.813840435,31078.6668573063,59.8,14.8597739640017,25.7,96.4
Саратовская область,2020,5.094482421875,888111.503631684,71928.9734057764,24983.8347154704,60.6,7.13375796178344,32.8,107.1
Сахалинская область,2020,10.258043895163,1038640.48167,490814.406062339,63039.7260509008,63.2,4.80905233380481,41.7,96.9
Свердловская область ,2020,11.3417727421085,2605343.62808121,100534.6605662,38828.3734629683,61.3,11.1837577426015,28.5,102
Смоленская область,2020,7.16916583361102,378514.272404919,72598.8035458965,29298.3288533028,58.1,7.07482993197279,34.3,105.7
Ставропольский край,2020,3.52382756008539,878130.827166142,25079.2284815556,25079.2284815556,55.9,5.26735833998404,33.4,104.7
Тамбовская область,2020,3.56898288016113,390138.417557907,77482.5496139548,28920.9013440092,62,12.4624624624625,29.3,104.4
Тверская область,2020,6.15928490900306,504549.138289963,70226.4020589076,28713.52359165,55.9,12.008281573499,34.5,98.2
Томская область,2020,7.71688726180419,573618.890935087,97822.1595653417,29936.0154418073,66.5,24.5593419506463,23.7,89.7
Тульская область,2020,6.82064208012736,739416.159679726,98156.03774664,30480.3820417501,45.3,20.1873048907388,38.8,112.1
Тюменская область,2020,25.9195817089875,7549167.75682013,632516.661138119,52300.6691449814,63.2,8.52311161217588,34.9,97
Удмуртская Республика,2020,5.80094462317749,709678.397369174,83429.1066628539,26399.1878753217,68.1,12.5643666323378,27.2,95.2
Ульяновская область,2020,4.41048794631762,455161.919187875,69076.4924220761,25503.3159851301,55.8,15.1270207852194,41,96.4
Хабаровский край ,2020,6.91313412091731,888514.957048899,192861.309694023,43291.1426937375,42.8,5.88235294117647,45.2,100.2
Челябинская область,2020,10.8667247133943,1661862.47194738,96707.5041464112,27629.9748355734,51.9,11.3958560523446,33.9,99.2
Чеченская Республика ,2020,1.9403982360016,261164.490477552,25533.3857592222,25533.3857592222,53.1,1.76470588235294,25.8,108.8
Чувашская Республика,2020,4.05582524271845,358811.623219903,47754.9488132685,21944.7137546468,64.8,14.5917001338688,30.3,97.7
Чукотский автономный округ,2020,16.3760504201681,124374.184844152,653938.78295682,92851.3148412925,48.9,6.66666666666667,34.1,101
Ярославская область,2020,6.75100270115413,634315.144695453,77048.0932227624,30616.2144695453,57.5,10.7246376811594,34.5,99.7
Алтайский край,2021,4.90394431554524,872801.282756712,54912.8746194298,26103.5870467755,54.8,17.0896785109983,25.7,101.7
Амурская область,2021,12.6152435830278,550242.539385552,532285.358981456,39768.5790202048,34.5,5.94744121715076,36,108.9
Архангельская область,2021,10.1932086614173,1084382.64804871,161768.977027401,39883.9928037642,55.9,4.0650406504065,30.2,101.7
Астраханская область,2021,4.43255376905408,666158.924882369,116645.198450042,26929.5482978135,59.3,7.72128060263654,46.9,93.9
Белгородская область,2021,11.7932313699967,1364858.91657902,110231.202878494,35740.1361749239,54.5,16.9980119284294,20.2,104.4
Брянская область,2021,3.24789627339859,484406.101411569,71461.2039856075,31721.729310822,51.9,13.5174418604651,30,112.2
Владимирская область,2021,5.52357893168442,732956.609133684,77073.3246609466,28625.6291170772,54.6,11.6666666666667,30,108.6
Волгоградская область,2021,6.75032092426187,1071216.74541932,75861.9817326322,27779.5959036812,55.5,8.78892733564014,34,98.4
Вологодская область,2021,12.9896345748419,1030189.95543869,181382.295045668,31972.6288402989,56.7,8.92236384704519,28.5,101
Воронежская область,2021,5.58516459654304,1278435.36933296,124545.52283421,35324.6465541102,44.2,12.626656274357,22.6,105.5
г. Москва,2021,4.51746048820217,24353070.9652366,386378.250207584,89179.7287572654,35,13.2575155081915,33.1,127.7
г. Санкт-Петербург,2021,4.83842436562706,9454341.17293108,167246.61555494,58136.4317741489,43.1,15.8796397979354,23.6,106.4
г. Севастополь,2021,4.27287671232877,188662.897592029,78856.7185164683,33166.9106006089,33.4,10.2127659574468,48.5,115
Еврейская автономная область,2021,9.79411764705882,79441.7158593966,108838.208690839,30406.0121782452,44.4,4.49438202247191,43.1,96.9
Забайкальский край,2021,8.25967016491754,518488.996014392,156406.752283421,29940.3426515361,37.6,4.7244094488189,36.8,108.5
Ивановская область,2021,3.84309057461314,309501.831497371,46265.8732355383,28783.1940215887,55,14.8936170212766,28.9,108.8
Иркутская область,2021,25.5552593720911,1979577.71740936,218989.1237199,30456.1920841406,51.5,6.4070351758794,23.1,101.2
Кабардино-Балкарская Республика,2021,1.87260864757271,213542.496374204,56048.9476889012,26022.295599225,46.6,5.81395348837209,38.1,105.4
Калининградская область,2021,4.61910766246363,686272.034763355,100344.757818987,32148.2585109327,40.3,6.58036677454153,33.7,104.3
Калужская область,2021,7.41842914376223,673570.396623305,132155.807362303,35202.2075837254,50.1,12.3863636363636,32.6,107.9
Камчатский край,2021,6.92686261107314,352497.480265707,252265.426515361,61009.7331857182,39.7,10.9422492401216,31.8,112.3
Карачаево-Черкесская Республика,2021,2.96823704966958,108982.425740382,69832.3642402436,20543.6534735677,42.1,4.87804878048781,34.6,110.1
Кемеровская область,2021,12.8853780864198,1830209.39944644,130303.165236645,28148.9200110711,51.1,7.79588944011339,25.6,106.8
Кировская область,2021,6.49869474416986,490352.520619983,62338.4970938278,26744.8862441185,55,12.7438231469441,21.4,114.6
Костромская область,2021,6.71747404844291,248398.562967063,72406.5934126765,28662.7622474398,57.7,4.57142857142857,31.3,113.4
Краснодарский край,2021,4.53316186556927,3292794.18455577,98598.4970938278,43410.6365900913,45.2,6.34737449509521,26.7,108.3
Красноярский край,2021,19.8011132894553,3133349.03897038,208306.825352892,36219.8560752837,46.4,7.02586206896552,28.3,98.1
Курганская область,2021,5.14178428071993,273154.518461113,58310.0542485469,23831.4409078328,62,14.375,28,104.8
Курская область,2021,8.58736783528102,690946.292997509,178422.684195959,32832.7124273457,53.6,6.79611650485437,29.1,107.7
Ленинградская область,2021,11.3785144566301,1478588.16069748,227916.128978688,36987.608635483,47.7,8.22831727205337,25.7,107.9
Липецкая область,2021,11.5102363588437,856107.732742873,160620.860780515,35357.7652920011,56,13.6701337295691,27.3,106
Магаданская область,2021,20.5908756438558,321311.571990036,545255.861057293,81270.371990036,40.5,9.12162162162162,27.6,106
Московская область,2021,5.96784238436955,6834454.10700249,153366.853584279,54183.258787711,45.6,11.7417232161217,27.2,121.9
Мурманская область,2021,18.0111244738425,1110589.40498201,360078.961527816,51367.1624688624,39.8,10.04243281471,32.8,105.7
Нижегородская область ,2021,6.99675126250442,1938202.97996125,122096.743426515,37660.019374481,58.7,15.1127049180328,22.9,113.6
Новгородская область,2021,8.37001375515818,346908.040907833,80096.1621920841,29405.4248546914,55.7,9.84682713347921,27,106.8
Новосибирская область ,2021,6.05025915996425,1634705.17420426,119399.07168558,35403.9308054249,51.7,8.83813306852036,27.2,113.7
Омская область,2021,6.07658655144477,798908.360531414,101586.208690839,30083.8571823969,48.2,10.7861060329068,26.6,103.3
Оренбургская область,2021,10.270611057226,1414994.06199834,104790.697481317,26609.4004982009,65.7,7.59717314487633,33.2,99.6
Орловская область,2021,3.96704225352113,339483.221311929,82051.1713257681,29953.3894270689,53.6,15.2854511970534,29,110.4
Пензенская область,2021,3.82991039568631,542059.200332134,76612.673124827,26511.047882646,53.9,15.3206650831354,27.8,115.5
Пермский край,2021,10.1955170092274,1771718.59717686,120356.504290064,32867.8383614725,64.5,12.2320302648172,27,104.3
Приморский край,2021,7.56240838264835,1358971.70965956,135940.375864932,40989.9579296983,40.8,7.41626794258373,35.2,122.2
Псковская область,2021,3.82593399229352,228559.134292831,77466.7351231664,29459.6191530584,52.6,9.82532751091703,33.7,105.6
Республика Адыгея,2021,3.67569737106161,172002.767395516,77309.1702186549,35026.5779130916,50.8,7.79661016949153,21.5,112.5
Республика Алтай,2021,3.51280834914611,74781.5079988929,66695.1165236646,23883.628009964,37,5.58375634517767,27.1,101.1
Республика Башкортостан,2021,6.48751099814254,2023277.59097703,105818.381954055,32738.3742042624,59.4,21.185510428101,27.7,104.4
Республика Бурятия,2021,5.44969325153374,357431.6704124,74292.3542762248,28415.8771104345,37.2,4.59183673469388,30.6,101.8
Республика Дагестан,2021,2.38077755812859,805410.873456961,82108.3764184888,30368.8790478826,56.9,3.78289473684211,27.3,110.5
Республика Ингушетия ,2021,1.68531194993155,72090.1589261002,41648.3182950457,18204.2662607252,47.7,3.88349514563107,38.2,104.6
Республика Калмыкия,2021,3.28115615615616,102745.565236645,66596.7639081096,21395.7082756712,38.3,2.56410256410256,41.1,129.3
Республика Карелия,2021,15.6731780616078,449174.488402989,130299.150844174,35500.276224744,55.1,6.36550308008214,38.6,101.2
Республика Коми,2021,11.9650054466231,873126.147467479,158465.132023249,39258.7511763078,56.4,8.9171974522293,38.3,101.7
Республика Крым,2021,3.64911190513179,616493.162302795,86704.8557985054,26475.9219485192,55.6,6.80272108843537,34.8,110.5
Республика Марий Эл,2021,4.30972797161443,227266.299197343,57014.4090783283,23267.4187655688,71.1,11.9760479041916,31.1,99.7
Республика Мордовия,2021,4.51842846173535,305261.629449211,65767.791862718,22988.4184887905,66.9,20,26,111.1
Республика Саха (Якутия),2021,10.8913609941872,1678290.83830612,421754.080265707,50550.2336008857,38.5,14.5009416195857,32.6,114.4
Республика Северная Осетия – Алания,2021,2.27764808870732,198705.502518683,55455.8212012178,25978.1372820371,42.7,3.37837837837838,41,114.2
Республика Татарстан,2021,7.77573060673483,3545985.63105453,177806.474951564,39821.7697204539,53.5,29.0174471992654,22.8,108.6
Республика Тыва,2021,2.63146936347412,91858.6332133961,44239.608635483,20725.3047329089,48.8,4.36681222707424,33,105.8
Республика Хакасия,2021,31.3217636022514,316438.902407971,94491.7735953501,26161.7957376142,46.7,4.03800475059382,29.7,106.7
Ростовская область,2021,4.81613911218186,2050304.6890119,94818.946581788,35176.1140326598,47.1,27.5862068965517,25,110
Рязанская область,2021,6.56125978518114,546011.16900083,69618.5978411293,30605.7282037088,64.6,12.6284875183554,23,106.3
Самарская область,2021,8.14754771836683,2165425.52228065,123514.827567119,32781.5289233324,60.4,18.1818181818182,23.3,103.6
Саратовская область,2021,5.23879062114356,1013431.07118738,73329.9036811514,26322.3714364794,60.2,8.90658942795076,27.7,107
Сахалинская область,2021,9.91845493562232,1242404.08934404,499531.930805425,64083.7542208691,65.3,3.8961038961039,39.4,88.6
Свердловская область ,2021,11.529070994676,3095043.50528647,98605.5222806532,40419.9141987268,64.5,13.0166087292391,25.7,101.5
Смоленская область,2021,7.70165745856354,430370.471907003,78113.0523110988,30841.5737614171,59.9,6.53409090909091,29.7,106.1
Ставропольский край,2021,3.79014642549526,1041597.85524495,26280.2203155273,26280.2203155273,54.7,6.93069306930693,23.5,113.5
Тамбовская область,2021,3.76478398529262,444590.855078882,80674.2347079989,30349.8106836424,62.9,10.7142857142857,25.3,103.9
Тверская область,2021,6.56933115823817,566579.812067534,70585.0628286742,30785.3722668143,58.4,11.7298578199052,35.1,104.4
Томская область,2021,8.32417427307801,725828.754220869,101140.611126488,31165.7359535012,68.7,17.8571428571429,21.4,106.3
Тульская область,2021,7.22168771296853,890734.577525602,127051.507334625,32368.0464987545,46.7,15.4013015184382,31.4,109.7
Тюменская область,2021,24.9684667032422,11534275.1895378,645580.546913922,53574.0747301412,65.3,8.47899817375424,31.1,104.8
